parva_18,parva_100,chapter,shloka,section,section_by_volume,volume
Shanti,Moksha Dharma,1542,16,86,1,9
Shanti,Moksha Dharma,1543,37,86,1,9
Shanti,Moksha Dharma,1544,28,86,1,9
Shanti,Moksha Dharma,1545,59,86,1,9
Shanti,Moksha Dharma,1546,38,86,1,9
Shanti,Moksha Dharma,1547,23,86,1,9
Shanti,Moksha Dharma,1548,118,86,1,9
Shanti,Moksha Dharma,1549,94,86,1,9
Shanti,Moksha Dharma,1550,24,86,1,9
Shanti,Moksha Dharma,1551,23,86,1,9
Shanti,Moksha Dharma,1552,75,86,1,9
Shanti,Moksha Dharma,1553,16,86,1,9
Shanti,Moksha Dharma,1554,38,86,1,9
Shanti,Moksha Dharma,1555,31,86,1,9
Shanti,Moksha Dharma,1556,38,86,1,9
Shanti,Moksha Dharma,1557,25,86,1,9
Shanti,Moksha Dharma,1558,21,86,1,9
Shanti,Moksha Dharma,1559,34,86,1,9
Shanti,Moksha Dharma,1560,34,86,1,9
Shanti,Moksha Dharma,1561,20,86,1,9
Shanti,Moksha Dharma,1562,29,86,1,9
Shanti,Moksha Dharma,1563,27,86,1,9
Shanti,Moksha Dharma,1564,30,86,1,9
Shanti,Moksha Dharma,1565,36,86,1,9
Shanti,Moksha Dharma,1566,20,86,1,9
Shanti,Moksha Dharma,1567,25,86,1,9
Shanti,Moksha Dharma,1568,22,86,1,9
Shanti,Moksha Dharma,1569,14,86,1,9
Shanti,Moksha Dharma,1570,25,86,1,9
Shanti,Moksha Dharma,1571,23,86,1,9
Shanti,Moksha Dharma,1572,12,86,1,9
Shanti,Moksha Dharma,1573,14,86,1,9
Shanti,Moksha Dharma,1574,15,86,1,9
Shanti,Moksha Dharma,1575,13,86,1,9
Shanti,Moksha Dharma,1576,21,86,1,9
Shanti,Moksha Dharma,1577,22,86,1,9
Shanti,Moksha Dharma,1578,41,86,1,9
Shanti,Moksha Dharma,1579,26,86,1,9
Shanti,Moksha Dharma,1580,20,86,1,9
Shanti,Moksha Dharma,1581,51,86,1,9
Shanti,Moksha Dharma,1582,52,86,1,9
Shanti,Moksha Dharma,1583,41,86,1,9
Shanti,Moksha Dharma,1584,22,86,1,9
Shanti,Moksha Dharma,1585,13,86,1,9
Shanti,Moksha Dharma,1586,75,86,1,9
Shanti,Moksha Dharma,1587,35,86,1,9
Shanti,Moksha Dharma,1588,39,86,1,9
Shanti,Moksha Dharma,1589,61,86,1,9
Shanti,Moksha Dharma,1590,45,86,1,9
Shanti,Moksha Dharma,1591,55,86,1,9
Shanti,Moksha Dharma,1592,19,86,1,9
Shanti,Moksha Dharma,1593,23,86,1,9
Shanti,Moksha Dharma,1594,19,86,1,9
Shanti,Moksha Dharma,1595,38,86,1,9
Shanti,Moksha Dharma,1596,14,86,1,9
Shanti,Moksha Dharma,1597,20,86,1,9
Shanti,Moksha Dharma,1598,34,86,1,9
Shanti,Moksha Dharma,1599,69,86,1,9
Shanti,Moksha Dharma,1600,44,86,1,9
Shanti,Moksha Dharma,1601,63,86,1,9
Shanti,Moksha Dharma,1602,60,86,1,9
Shanti,Moksha Dharma,1603,21,86,1,9
Shanti,Moksha Dharma,1604,58,86,1,9
Shanti,Moksha Dharma,1605,47,86,1,9
Shanti,Moksha Dharma,1606,38,86,1,9
Shanti,Moksha Dharma,1607,25,86,1,9
Shanti,Moksha Dharma,1608,23,86,1,9
Shanti,Moksha Dharma,1609,23,86,1,9
Shanti,Moksha Dharma,1610,21,86,1,9
Shanti,Moksha Dharma,1611,30,86,1,9
Shanti,Moksha Dharma,1612,39,86,1,9
Shanti,Moksha Dharma,1613,39,86,1,9
Shanti,Moksha Dharma,1614,41,86,1,9
Shanti,Moksha Dharma,1615,45,86,1,9
Shanti,Moksha Dharma,1616,45,86,1,9
Shanti,Moksha Dharma,1617,62,86,1,9
Shanti,Moksha Dharma,1618,110,86,1,9
Shanti,Moksha Dharma,1619,48,86,1,9
Shanti,Moksha Dharma,1620,48,86,1,9
Shanti,Moksha Dharma,1621,50,86,1,9
Shanti,Moksha Dharma,1622,49,86,1,9
Shanti,Moksha Dharma,1623,46,86,1,9
Shanti,Moksha Dharma,1624,50,86,1,9
Shanti,Moksha Dharma,1625,25,86,1,9
Shanti,Moksha Dharma,1626,26,86,1,9
Shanti,Moksha Dharma,1627,18,86,1,9
Shanti,Moksha Dharma,1628,17,86,1,9
Shanti,Moksha Dharma,1629,27,86,1,9
Shanti,Moksha Dharma,1630,18,86,1,9
Shanti,Moksha Dharma,1631,21,86,1,9
Shanti,Moksha Dharma,1632,27,86,1,9
Shanti,Moksha Dharma,1633,21,86,1,9
Shanti,Moksha Dharma,1634,108,86,1,9
Shanti,Moksha Dharma,1635,14,86,1,9
Shanti,Moksha Dharma,1636,191,86,1,9
Shanti,Moksha Dharma,1637,52,86,1,9
Shanti,Moksha Dharma,1638,29,86,1,9
Shanti,Moksha Dharma,1639,27,86,1,9
Shanti,Moksha Dharma,1640,46,86,1,9
Shanti,Moksha Dharma,1641,51,86,1,9
Shanti,Moksha Dharma,1642,49,86,1,9
Shanti,Moksha Dharma,1643,57,86,1,9
Shanti,Moksha Dharma,1644,59,86,1,9
Shanti,Moksha Dharma,1645,30,86,1,9
Shanti,Moksha Dharma,1646,63,86,1,9
Shanti,Moksha Dharma,1647,29,86,1,9
Shanti,Moksha Dharma,1648,41,86,1,9
Shanti,Moksha Dharma,1649,43,86,1,9
Shanti,Moksha Dharma,1650,52,86,1,9
Shanti,Moksha Dharma,1651,57,86,1,9
Shanti,Moksha Dharma,1652,39,86,1,9
Shanti,Moksha Dharma,1653,4,86,1,9
Shanti,Moksha Dharma,1654,124,86,1,9
Shanti,Moksha Dharma,1655,107,86,1,9
Shanti,Moksha Dharma,1656,53,86,1,9
Shanti,Moksha Dharma,1657,50,86,1,9
Shanti,Moksha Dharma,1658,71,86,1,9
Shanti,Moksha Dharma,1659,52,86,1,9
Shanti,Moksha Dharma,1660,26,86,1,9
Shanti,Moksha Dharma,1661,25,86,1,9
Shanti,Moksha Dharma,1662,17,86,1,9
Shanti,Moksha Dharma,1663,89,86,1,9
Shanti,Moksha Dharma,1664,82,86,1,9
Shanti,Moksha Dharma,1665,69,86,1,9
Shanti,Moksha Dharma,1666,25,86,1,9
Shanti,Moksha Dharma,1667,21,86,1,9
Shanti,Moksha Dharma,1668,11,86,1,9
Shanti,Moksha Dharma,1669,9,86,1,9
Shanti,Moksha Dharma,1670,16,86,1,9
Shanti,Moksha Dharma,1671,11,86,1,9
Shanti,Moksha Dharma,1672,10,86,1,9
Shanti,Moksha Dharma,1673,13,86,1,9
Shanti,Moksha Dharma,1674,13,86,1,9
Shanti,Moksha Dharma,1675,16,86,1,9
Shanti,Moksha Dharma,1676,20,86,1,9
Shanti,Moksha Dharma,1677,16,86,1,9
Shanti,Moksha Dharma,1678,15,86,1,9
Shanti,Moksha Dharma,1679,6,86,1,9
Shanti,Moksha Dharma,1680,10,86,1,9
Shanti,Moksha Dharma,1681,9,86,1,9
Anusashana,Dana Dharma,1682,76,87,2,9
Anusashana,Dana Dharma,1683,95,87,2,9
Anusashana,Dana Dharma,1684,18,87,2,9
Anusashana,Dana Dharma,1685,61,87,2,9
Anusashana,Dana Dharma,1686,31,87,2,9
Anusashana,Dana Dharma,1687,49,87,2,9
Anusashana,Dana Dharma,1688,29,87,2,9
Anusashana,Dana Dharma,1689,28,87,2,9
Anusashana,Dana Dharma,1690,24,87,2,9
Anusashana,Dana Dharma,1691,70,87,2,9
Anusashana,Dana Dharma,1692,20,87,2,9
Anusashana,Dana Dharma,1693,49,87,2,9
Anusashana,Dana Dharma,1694,6,87,2,9
Anusashana,Dana Dharma,1695,199,87,2,9
Anusashana,Dana Dharma,1696,51,87,2,9
Anusashana,Dana Dharma,1697,75,87,2,9
Anusashana,Dana Dharma,1698,171,87,2,9
Anusashana,Dana Dharma,1699,59,87,2,9
Anusashana,Dana Dharma,1700,25,87,2,9
Anusashana,Dana Dharma,1701,76,87,2,9
Anusashana,Dana Dharma,1702,24,87,2,9
Anusashana,Dana Dharma,1703,19,87,2,9
Anusashana,Dana Dharma,1704,41,87,2,9
Anusashana,Dana Dharma,1705,101,87,2,9
Anusashana,Dana Dharma,1706,12,87,2,9
Anusashana,Dana Dharma,1707,66,87,2,9
Anusashana,Dana Dharma,1708,104,87,2,9
Anusashana,Dana Dharma,1709,28,87,2,9
Anusashana,Dana Dharma,1710,16,87,2,9
Anusashana,Dana Dharma,1711,16,87,2,9
Anusashana,Dana Dharma,1712,64,87,2,9
Anusashana,Dana Dharma,1713,33,87,2,9
Anusashana,Dana Dharma,1714,25,87,2,9
Anusashana,Dana Dharma,1715,29,87,2,9
Anusashana,Dana Dharma,1716,23,87,2,9
Anusashana,Dana Dharma,1717,19,87,2,9
Anusashana,Dana Dharma,1718,19,87,2,9
Anusashana,Dana Dharma,1719,30,87,2,9
Anusashana,Dana Dharma,1720,12,87,2,9
Anusashana,Dana Dharma,1721,59,87,2,9
Anusashana,Dana Dharma,1722,35,87,2,9
Anusashana,Dana Dharma,1723,33,87,2,9
Anusashana,Dana Dharma,1724,26,87,2,9
Anusashana,Dana Dharma,1725,54,87,2,9
Anusashana,Dana Dharma,1726,24,87,2,9
Anusashana,Dana Dharma,1727,14,87,2,9
Anusashana,Dana Dharma,1728,61,87,2,9
Anusashana,Dana Dharma,1729,49,87,2,9
Anusashana,Dana Dharma,1730,28,87,2,9
Anusashana,Dana Dharma,1731,26,87,2,9
Anusashana,Dana Dharma,1732,48,87,2,9
Anusashana,Dana Dharma,1733,39,87,2,9
Anusashana,Dana Dharma,1734,69,87,2,9
Anusashana,Dana Dharma,1735,40,87,2,9
Anusashana,Dana Dharma,1736,35,87,2,9
Anusashana,Dana Dharma,1737,20,87,2,9
Anusashana,Dana Dharma,1738,44,87,1,10
Anusashana,Dana Dharma,1739,40,87,1,10
Anusashana,Dana Dharma,1740,19,87,1,10
Anusashana,Dana Dharma,1741,25,87,1,10
Anusashana,Dana Dharma,1742,93,87,1,10
Anusashana,Dana Dharma,1743,51,87,1,10
Anusashana,Dana Dharma,1744,36,87,1,10
Anusashana,Dana Dharma,1745,19,87,1,10
Anusashana,Dana Dharma,1746,63,87,1,10
Anusashana,Dana Dharma,1747,19,87,1,10
Anusashana,Dana Dharma,1748,33,87,1,10
Anusashana,Dana Dharma,1749,21,87,1,10
Anusashana,Dana Dharma,1750,33,87,1,10
Anusashana,Dana Dharma,1751,56,87,1,10
Anusashana,Dana Dharma,1752,12,87,1,10
Anusashana,Dana Dharma,1753,48,87,1,10
Anusashana,Dana Dharma,1754,15,87,1,10
Anusashana,Dana Dharma,1755,39,87,1,10
Anusashana,Dana Dharma,1756,31,87,1,10
Anusashana,Dana Dharma,1757,35,87,1,10
Anusashana,Dana Dharma,1758,24,87,1,10
Anusashana,Dana Dharma,1759,27,87,1,10
Anusashana,Dana Dharma,1760,17,87,1,10
Anusashana,Dana Dharma,1761,45,87,1,10
Anusashana,Dana Dharma,1762,26,87,1,10
Anusashana,Dana Dharma,1763,47,87,1,10
Anusashana,Dana Dharma,1764,57,87,1,10
Anusashana,Dana Dharma,1765,81,87,1,10
Anusashana,Dana Dharma,1766,70,87,1,10
Anusashana,Dana Dharma,1767,34,87,1,10
Anusashana,Dana Dharma,1768,19,87,1,10
Anusashana,Dana Dharma,1769,15,87,1,10
Anusashana,Dana Dharma,1770,15,87,1,10
Anusashana,Dana Dharma,1771,47,87,1,10
Anusashana,Dana Dharma,1772,45,87,1,10
Anusashana,Dana Dharma,1773,22,87,1,10
Anusashana,Dana Dharma,1774,17,87,1,10
Anusashana,Dana Dharma,1775,44,87,1,10
Anusashana,Dana Dharma,1776,86,87,1,10
Anusashana,Dana Dharma,1777,54,87,1,10
Anusashana,Dana Dharma,1778,27,87,1,10
Anusashana,Dana Dharma,1779,22,87,1,10
Anusashana,Dana Dharma,1780,33,87,1,10
Anusashana,Dana Dharma,1781,25,87,1,10
Anusashana,Dana Dharma,1782,65,87,1,10
Anusashana,Dana Dharma,1783,29,87,1,10
Anusashana,Dana Dharma,1784,37,87,1,10
Anusashana,Dana Dharma,1785,29,87,1,10
Anusashana,Dana Dharma,1786,62,87,1,10
Anusashana,Dana Dharma,1787,42,87,1,10
Anusashana,Dana Dharma,1788,148,87,1,10
Anusashana,Dana Dharma,1789,19,87,1,10
Anusashana,Dana Dharma,1790,69,87,1,10
Anusashana,Dana Dharma,1791,137,87,1,10
Anusashana,Dana Dharma,1792,21,87,1,10
Anusashana,Dana Dharma,1793,113,87,1,10
Anusashana,Dana Dharma,1794,28,87,1,10
Anusashana,Dana Dharma,1795,11,87,1,10
Anusashana,Dana Dharma,1796,16,87,1,10
Anusashana,Dana Dharma,1797,76,87,1,10
Anusashana,Dana Dharma,1798,41,87,1,10
Anusashana,Dana Dharma,1799,28,87,1,10
Anusashana,Dana Dharma,1800,23,87,1,10
Anusashana,Dana Dharma,1801,14,87,1,10
Anusashana,Dana Dharma,1802,23,87,1,10
Anusashana,Dana Dharma,1803,16,87,1,10
Anusashana,Dana Dharma,1804,19,87,1,10
Anusashana,Dana Dharma,1805,22,87,1,10
Anusashana,Dana Dharma,1806,38,87,1,10
Anusashana,Dana Dharma,1807,50,87,1,10
Anusashana,Dana Dharma,1808,51,87,1,10
Anusashana,Dana Dharma,1809,59,87,1,10
Anusashana,Dana Dharma,1810,55,87,1,10
Anusashana,Dana Dharma,1811,57,87,1,10
Anusashana,Dana Dharma,1812,58,87,1,10
Anusashana,Dana Dharma,1813,58,87,1,10
Anusashana,Dana Dharma,1814,63,87,1,10
Anusashana,Dana Dharma,1815,57,87,1,10
Anusashana,Dana Dharma,1816,142,87,1,10
Anusashana,Dana Dharma,1817,23,87,1,10
Anusashana,Dana Dharma,1818,26,87,1,10
Anusashana,Dana Dharma,1819,19,87,1,10
Anusashana,Dana Dharma,1820,31,87,1,10
Anusashana,Dana Dharma,1821,26,87,1,10
Anusashana,Dana Dharma,1822,30,87,1,10
Anusashana,Dana Dharma,1823,23,87,1,10
Anusashana,Dana Dharma,1824,44,87,1,10
Anusashana,Dana Dharma,1825,51,87,1,10
Anusashana,Dana Dharma,1826,41,87,1,10
Anusashana,Dana Dharma,1827,29,87,1,10
Anusashana,Dana Dharma,1828,25,87,1,10
Anusashana,Dana Dharma,1829,36,87,1,10
Anusashana,Dana Dharma,1830,13,87,1,10
Anusashana,Dana Dharma,1831,9,87,1,10
Anusashana,Dana Dharma,1832,51,87,1,10
Anusashana,Dana Dharma,1833,13,87,1,10
Anusashana,Bhisma Svargarohana,1834,50,88,2,10
Anusashana,Bhisma Svargarohana,1835,34,88,2,10
Ashvamedhika,Ashvamedhika,1836,19,89,3,10
Ashvamedhika,Ashvamedhika,1837,20,89,3,10
Ashvamedhika,Ashvamedhika,1838,22,89,3,10
Ashvamedhika,Ashvamedhika,1839,27,89,3,10
Ashvamedhika,Ashvamedhika,1840,26,89,3,10
Ashvamedhika,Ashvamedhika,1841,33,89,3,10
Ashvamedhika,Ashvamedhika,1842,27,89,3,10
Ashvamedhika,Ashvamedhika,1843,35,89,3,10
Ashvamedhika,Ashvamedhika,1844,37,89,3,10
Ashvamedhika,Ashvamedhika,1845,36,89,3,10
Ashvamedhika,Ashvamedhika,1846,20,89,3,10
Ashvamedhika,Ashvamedhika,1847,14,89,3,10
Ashvamedhika,Ashvamedhika,1848,21,89,3,10
Ashvamedhika,Ashvamedhika,1849,17,89,3,10
Ashvamedhika,Ashvamedhika,1850,34,89,3,10
Ashvamedhika,Ashvamedhika,1851,43,89,3,10
Ashvamedhika,Ashvamedhika,1852,39,89,3,10
Ashvamedhika,Ashvamedhika,1853,34,89,3,10
Ashvamedhika,Ashvamedhika,1854,60,89,3,10
Ashvamedhika,Ashvamedhika,1855,27,89,3,10
Ashvamedhika,Ashvamedhika,1856,21,89,3,10
Ashvamedhika,Ashvamedhika,1857,29,89,3,10
Ashvamedhika,Ashvamedhika,1858,24,89,3,10
Ashvamedhika,Ashvamedhika,1859,20,89,3,10
Ashvamedhika,Ashvamedhika,1860,17,89,3,10
Ashvamedhika,Ashvamedhika,1861,18,89,3,10
Ashvamedhika,Ashvamedhika,1862,25,89,3,10
Ashvamedhika,Ashvamedhika,1863,28,89,3,10
Ashvamedhika,Ashvamedhika,1864,22,89,3,10
Ashvamedhika,Ashvamedhika,1865,31,89,3,10
Ashvamedhika,Ashvamedhika,1866,13,89,3,10
Ashvamedhika,Ashvamedhika,1867,25,89,3,10
Ashvamedhika,Ashvamedhika,1868,8,89,3,10
Ashvamedhika,Ashvamedhika,1869,12,89,3,10
Ashvamedhika,Ashvamedhika,1870,40,89,3,10
Ashvamedhika,Ashvamedhika,1871,36,89,3,10
Ashvamedhika,Ashvamedhika,1872,17,89,3,10
Ashvamedhika,Ashvamedhika,1873,15,89,3,10
Ashvamedhika,Ashvamedhika,1874,24,89,3,10
Ashvamedhika,Ashvamedhika,1875,9,89,3,10
Ashvamedhika,Ashvamedhika,1876,5,89,3,10
Ashvamedhika,Ashvamedhika,1877,62,89,3,10
Ashvamedhika,Ashvamedhika,1878,40,89,3,10
Ashvamedhika,Ashvamedhika,1879,21,89,3,10
Ashvamedhika,Ashvamedhika,1880,25,89,3,10
Ashvamedhika,Ashvamedhika,1881,55,89,3,10
Ashvamedhika,Ashvamedhika,1882,16,89,3,10
Ashvamedhika,Ashvamedhika,1883,29,89,3,10
Ashvamedhika,Ashvamedhika,1884,55,89,3,10
Ashvamedhika,Ashvamedhika,1885,51,89,3,10
Ashvamedhika,Ashvamedhika,1886,56,89,3,10
Ashvamedhika,Ashvamedhika,1887,26,89,3,10
Ashvamedhika,Ashvamedhika,1888,22,89,3,10
Ashvamedhika,Ashvamedhika,1889,35,89,3,10
Ashvamedhika,Ashvamedhika,1890,35,89,3,10
Ashvamedhika,Ashvamedhika,1891,28,89,3,10
Ashvamedhika,Ashvamedhika,1892,56,89,3,10
Ashvamedhika,Ashvamedhika,1893,20,89,3,10
Ashvamedhika,Ashvamedhika,1894,36,89,3,10
Ashvamedhika,Ashvamedhika,1895,41,89,3,10
Ashvamedhika,Ashvamedhika,1896,19,89,3,10
Ashvamedhika,Ashvamedhika,1897,23,89,3,10
Ashvamedhika,Ashvamedhika,1898,17,89,3,10
Ashvamedhika,Ashvamedhika,1899,20,89,3,10
Ashvamedhika,Ashvamedhika,1900,29,89,3,10
Ashvamedhika,Ashvamedhika,1901,19,89,3,10
Ashvamedhika,Ashvamedhika,1902,24,89,3,10
Ashvamedhika,Ashvamedhika,1903,24,89,3,10
Ashvamedhika,Ashvamedhika,1904,20,89,3,10
Ashvamedhika,Ashvamedhika,1905,25,89,3,10
Ashvamedhika,Ashvamedhika,1906,26,89,3,10
Ashvamedhika,Ashvamedhika,1907,27,89,3,10
Ashvamedhika,Ashvamedhika,1908,34,89,3,10
Ashvamedhika,Ashvamedhika,1909,20,89,3,10
Ashvamedhika,Ashvamedhika,1910,26,89,3,10
Ashvamedhika,Ashvamedhika,1911,32,89,3,10
Ashvamedhika,Ashvamedhika,1912,46,89,3,10
Ashvamedhika,Ashvamedhika,1913,39,89,3,10
Ashvamedhika,Ashvamedhika,1914,18,89,3,10
Ashvamedhika,Ashvamedhika,1915,22,89,3,10
Ashvamedhika,Ashvamedhika,1916,21,89,3,10
Ashvamedhika,Ashvamedhika,1917,32,89,3,10
Ashvamedhika,Ashvamedhika,1918,30,89,3,10
Ashvamedhika,Ashvamedhika,1919,19,89,3,10
Ashvamedhika,Ashvamedhika,1920,23,89,3,10
Ashvamedhika,Ashvamedhika,1921,26,89,3,10
Ashvamedhika,Ashvamedhika,1922,16,89,3,10
Ashvamedhika,Ashvamedhika,1923,21,89,3,10
Ashvamedhika,Ashvamedhika,1924,26,89,3,10
Ashvamedhika,Ashvamedhika,1925,39,89,3,10
Ashvamedhika,Ashvamedhika,1926,41,89,3,10
Ashvamedhika,Ashvamedhika,1927,22,89,3,10
Ashvamedhika,Ashvamedhika,1928,93,89,3,10
Ashvamedhika,Ashvamedhika,1929,34,89,3,10
Ashvamedhika,Ashvamedhika,1930,36,89,3,10
Ashvamedhika,Ashvamedhika,1931,15,89,3,10
Ashramavasika,Ashram Vasa,1932,25,90,4,10
Ashramavasika,Ashram Vasa,1933,13,90,4,10
Ashramavasika,Ashram Vasa,1934,17,90,4,10
Ashramavasika,Ashram Vasa,1935,15,90,4,10
Ashramavasika,Ashram Vasa,1936,23,90,4,10
Ashramavasika,Ashram Vasa,1937,28,90,4,10
Ashramavasika,Ashram Vasa,1938,19,90,4,10
Ashramavasika,Ashram Vasa,1939,22,90,4,10
Ashramavasika,Ashram Vasa,1940,26,90,4,10
Ashramavasika,Ashram Vasa,1941,16,90,4,10
Ashramavasika,Ashram Vasa,1942,19,90,4,10
Ashramavasika,Ashram Vasa,1943,23,90,4,10
Ashramavasika,Ashram Vasa,1944,22,90,4,10
Ashramavasika,Ashram Vasa,1945,17,90,4,10
Ashramavasika,Ashram Vasa,1946,26,90,4,10
Ashramavasika,Ashram Vasa,1947,27,90,4,10
Ashramavasika,Ashram Vasa,1948,23,90,4,10
Ashramavasika,Ashram Vasa,1949,12,90,4,10
Ashramavasika,Ashram Vasa,1950,15,90,4,10
Ashramavasika,Ashram Vasa,1951,17,90,4,10
Ashramavasika,Ashram Vasa,1952,13,90,4,10
Ashramavasika,Ashram Vasa,1953,32,90,4,10
Ashramavasika,Ashram Vasa,1954,21,90,4,10
Ashramavasika,Ashram Vasa,1955,24,90,4,10
Ashramavasika,Ashram Vasa,1956,18,90,4,10
Ashramavasika,Ashram Vasa,1957,22,90,4,10
Ashramavasika,Ashram Vasa,1958,16,90,4,10
Ashramavasika,Ashram Vasa,1959,16,90,4,10
Ashramavasika,Ashram Vasa,1960,26,90,4,10
Ashramavasika,Ashram Vasa,1961,18,90,4,10
Ashramavasika,Ashram Vasa,1962,20,90,4,10
Ashramavasika,Ashram Vasa,1963,18,90,4,10
Ashramavasika,Ashram Vasa,1964,37,90,4,10
Ashramavasika,Ashram Vasa,1965,26,90,4,10
Ashramavasika,Ashram Vasa,1966,25,90,4,10
Ashramavasika,Putra Darshana,1967,33,91,5,10
Ashramavasika,Putra Darshana,1968,18,91,5,10
Ashramavasika,Putra Darshana,1969,23,91,5,10
Ashramavasika,Putra Darshana,1970,24,91,5,10
Ashramavasika,Putra Darshana,1971,21,91,5,10
Ashramavasika,Putra Darshana,1972,28,91,5,10
Ashramavasika,Putra Darshana,1973,17,91,5,10
Ashramavasika,Putra Darshana,1974,18,91,5,10
Ashramavasika,Putra Darshana,1975,52,91,5,10
Ashramavasika,Naradagamana,1976,44,92,6,10
Ashramavasika,Naradagamana,1977,20,92,6,10
Ashramavasika,Naradagamana,1978,27,92,6,10
Mousala,Mousala,1979,11,93,7,10
Mousala,Mousala,1980,20,93,7,10
Mousala,Mousala,1981,22,93,7,10
Mousala,Mousala,1982,46,93,7,10
Mousala,Mousala,1983,25,93,7,10
Mousala,Mousala,1984,15,93,7,10
Mousala,Mousala,1985,22,93,7,10
Mousala,Mousala,1986,74,93,7,10
Mousala,Mousala,1987,38,93,7,10
Mahaprasthanika,Mahaprasthanika,1988,44,94,8,10
Mahaprasthanika,Mahaprasthanika,1989,26,94,8,10
Mahaprasthanika,Mahaprasthanika,1990,36,94,8,10
Svargarohana,Svargarohana,1991,26,95,9,10
Svargarohana,Svargarohana,1992,54,95,9,10
Svargarohana,Svargarohana,1993,41,95,9,10
Svargarohana,Svargarohana,1994,19,95,9,10
Svargarohana,Svargarohana,1995,54,95,9,10
